step,loss,embedding_grad_l2_norm,output_proj_grad_l2_norm,embedding_grad_l2_norm_effective,output_proj_grad_l2_norm_effective,embedding_grad_l1_norm,output_proj_grad_l1_norm,embedding_grad_mean,output_proj_grad_mean,embedding_grad_abs_mean,output_proj_grad_abs_mean
1,0.0,0.028824424371123314,0.07164271175861359,0.028824424371123314,0.07164271175861359,69.1375503540039,41.44784164428711,-5.227300250741976e-16,-9.281050117348512e-15,2.7472794954519486e-06,1.0728479082899867e-06
2,0.0,0.026835482567548752,0.09228719770908356,0.026835482567548752,0.09228719770908356,57.3701171875,50.97716522216797,2.0585386130584098e-16,-1.958663105363083e-15,2.2796837129135383e-06,1.3195077599448268e-06
3,0.0,0.01995384320616722,0.07806562632322311,0.01995384320616722,0.07806562632322311,36.520816802978516,54.37334442138672,2.4517426891790847e-16,2.9045467880893863e-14,1.4512069128613803e-06,1.40741542509204e-06
4,0.0,0.015180113725364208,0.10905970633029938,0.015180113725364208,0.10905970633029938,26.68532371520996,59.403106689453125,1.7809828569021206e-16,-3.720555967804372e-14,1.0603795317365439e-06,1.5376072042272426e-06
5,0.0,0.02130945213139057,0.09359828382730484,0.02130945213139057,0.09359828382730484,35.777957916259766,57.30112075805664,-1.3877787807814457e-17,3.57983364089251e-14,1.421688352820638e-06,1.483198843743594e-06
6,0.0,0.011443116702139378,0.0795484185218811,0.011443116702139378,0.0795484185218811,20.975202560424805,60.365631103515625,-1.0408340855860843e-16,4.278925846458448e-15,8.334797030329355e-07,1.562521561027097e-06
7,0.0,0.0064653269946575165,0.10973554849624634,0.0064653269946575165,0.10973554849624634,11.584141731262207,60.453731536865234,8.673617379884035e-18,-3.116082424644423e-14,4.6031243527977495e-07,1.5648018916181172e-06
8,0.0,0.004796270746737719,0.09315959364175797,0.004796270746737719,0.09315959364175797,10.385641098022461,60.15176010131836,2.3129647035674605e-18,7.206374203155928e-15,4.1268830841545423e-07,1.556985580464243e-06
9,0.0,0.003390215802937746,0.10246037691831589,0.003390215802937746,0.10246037691831589,8.27666187286377,59.60477066040039,1.5612511283791264e-17,-3.73502015652157e-15,3.288849939053762e-07,1.5428271353812306e-06
10,0.0,0.005209722090512514,0.09988109767436981,0.005209722090512514,0.09988109767436981,10.051492691040039,58.17388916015625,2.891206013876175e-17,2.1509134534233865e-14,3.994104531557241e-07,1.5057897826409317e-06
11,0.0,0.004525072406977415,0.07587596029043198,0.004525072406977415,0.07587596029043198,8.795660018920898,57.04432678222656,2.4864370925241718e-17,-6.993181092529704e-15,3.495081273285905e-07,1.4765519154025242e-06
12,0.0,0.0026482241228222847,0.06638059765100479,0.0026482241228222847,0.06638059765100479,6.712386131286621,54.147491455078125,-3.469446951953614e-17,2.7245004483814755e-14,2.6672626063373173e-07,1.4015694205227192e-06
13,0.0,0.0023740853648632765,0.06165381893515587,0.0023740853648632765,0.06165381893515587,6.348794937133789,54.33856201171875,-1.1998504593626657e-17,-9.555262634461988e-15,2.5227845412700844e-07,1.4065151390241226e-06
14,0.0,0.0015837543178349733,0.07025753706693649,0.0015837543178349733,0.07025753706693649,4.87746524810791,54.889347076416016,4.336808689942018e-17,-8.130712459374339e-15,1.9381306515242613e-07,1.4207718095349264e-06
15,0.0,0.0018873632652685046,0.06994830816984177,0.0018873632652685046,0.06994830816984177,5.06839656829834,54.953697204589844,-3.845303925663419e-17,-6.591654864762696e-15,2.013999846894876e-07,1.4224374353943858e-06
16,0.0,0.0033187547232955694,0.06095316261053085,0.0033187547232955694,0.06095316261053085,6.367616653442383,53.142967224121094,-1.3877787807814457e-17,7.52428006782057e-15,2.530263714106695e-07,1.3755679901805706e-06
17,0.0,0.0027337060309946537,0.06563400477170944,0.0027337060309946537,0.06563400477170944,6.714147567749023,53.45607376098633,2.05275622352997e-17,6.473381960271684e-15,2.667962633040588e-07,1.3836724974680692e-06
18,0.0,0.0016807580832391977,0.05476460978388786,0.0016807580832391977,0.05476460978388786,5.046689987182617,51.152244567871094,-5.637851296924623e-18,-6.685068199284742e-15,2.005374426516937e-07,1.3240395446700859e-06
19,0.0,0.001613226137124002,0.04732786491513252,0.001613226137124002,0.04732786491513252,5.174187183380127,48.97104263305664,1.734723475976807e-18,-2.157542841488367e-15,2.0560372604450095e-07,1.26758072838129e-06
20,0.0,0.001930742058902979,0.06020420044660568,0.001930742058902979,0.06020420044660568,5.673664569854736,49.285579681396484,-7.66169590368464e-18,-1.9646897447827974e-15,2.2545117417394067e-07,1.275722297577886e-06
21,0.0,0.0019294859375804663,0.0543120913207531,0.0019294859375804663,0.0543120913207531,6.137447834014893,47.732086181640625,3.9898639947466563e-17,8.080050571766112e-15,2.438802653159655e-07,1.2355111493889126e-06
22,0.0,0.002853941172361374,0.04922642931342125,0.002853941172361374,0.04922642931342125,7.6072235107421875,46.56489562988281,4.654841437495181e-17,2.3187558694821994e-15,3.02283922337665e-07,1.205299327011744e-06
23,0.0,0.0030264989472925663,0.05378269404172897,0.0030264989472925663,0.05378269404172897,7.481679439544678,45.89883041381836,-1.532339180736928e-17,8.51415834536573e-15,2.9729523021160276e-07,1.1880586043844232e-06
24,0.0,0.002111426554620266,0.05262821912765503,0.002111426554620266,0.05262821912765503,6.514682769775391,44.614036560058594,2.891205931158114e-18,4.5380717650226384e-15,2.588702443517832e-07,1.1548027032404207e-06
25,0.0,0.0020501846447587013,0.047167662531137466,0.0020501846447587013,0.047167662531137466,6.457262992858887,40.783138275146484,-3.2381507090715366e-17,3.3146609452657514e-17,2.565885779404198e-07,1.0556425422691973e-06
26,0.0,0.003151677316054702,0.05705329775810242,0.003151677316054702,0.05705329775810242,7.558357238769531,40.3673095703125,-1.575707267636348e-17,1.7230208687775417e-14,3.003421511493798e-07,1.0448791272210656e-06
27,0.0,0.0025436461437493563,0.05579051375389099,0.0025436461437493563,0.05579051375389099,8.147451400756836,40.590484619140625,4.221160568500979e-17,3.841993217979737e-15,3.237506405184831e-07,1.050655896506214e-06
28,0.0,0.00265687657520175,0.043031223118305206,0.00265687657520175,0.043031223118305206,7.782162666320801,36.86493682861328,-1.214306433183765e-17,1.187251247936397e-15,3.0923536087357206e-07,9.54222741711419e-07
29,0.0,0.0028819681610912085,0.04877182096242905,0.0028819681610912085,0.04877182096242905,8.726287841796875,36.76721954345703,-4.336808689942018e-17,1.441576045547229e-14,3.4675153415264504e-07,9.516933801023697e-07
